record_id,run_id,database_scope,retrieval_source,retrieval_method,query_id,query_text,source_record_id,title,title_normalized,abstract,authors,first_author,publication_date,year,updated_date,doi,doi_normalized,arxiv_id,publisher,container_title,document_type,issn,isbn,volume,issue,pages,subjects,categories,license,is_open_access,landing_page_url,abstract_url,pdf_url,raw_source_file,retrieved_at_utc,relevance_score,positive_matches,negative_matches,score_explanation,topic_class,publisher_validation,publisher_validation_reason,duplicate_group_id,merged_sources,screening_status,exclusion_reason,notes,legacy_notebook_source,legacy_notebook_included,legacy_notebook_relevance_score,legacy_notebook_topic_class,legacy_notebook_query,retrieval_status,contains_quantum_term,contains_diffusion_model_term,contains_generative_term,contains_quantum_computing_context,contains_physical_diffusion_only,contains_schrodinger_only,contains_score_matching_in_unrelated_context,crossref_query_match_quality,all_sources,all_query_ids,all_source_record_ids,arxiv_source,ieee_crossref_source,springer_crossref_source,preprint_publication_link
2026-07-09T184559Z_780688a_R002531,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/icdcs54860.2022.00151,Quantum Multi-Agent Reinforcement Learning via Variational Quantum Circuit Design,quantum multi agent reinforcement learning via variational quantum circuit design,,Won Joon Yun; Yunseok Kwak; Jae Pyoung Kim; Hyunhee Cho; Soyi Jung; Jihong Park; Joongheon Kim,Won Joon Yun,2022-07-01,2022,2022-11-04,10.1109/icdcs54860.2022.00151,10.1109/icdcs54860.2022.00151,,IEEE,2022 IEEE 42nd International Conference on Distributed Computing Systems (ICDCS),proceedings-article,,,,,1332-1335,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/icdcs54860.2022.00151,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637725+00:00,9.0,quantum:3; \bquantum circuit(s)?\b:3; \bvariational quantum\b:3,,score=9; positives=3; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01754,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/icdcs54860.2022.00151,False,True,False,False
2026-07-09T184559Z_780688a_R002532,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/jiot.2025.3639049,Escaping Barren Plateaus in Variational Quantum Algorithms Using Negative Learning Rate in Quantum Internet of Things,escaping barren plateaus in variational quantum algorithms using negative learning rate in quantum internet of things,,Ratun Rahman; Dinh C. Nguyen,Ratun Rahman,2026-02-15,2026,2026-02-09,10.1109/jiot.2025.3639049,10.1109/jiot.2025.3639049,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Internet of Things Journal,journal-article,2327-4662; 2372-2541,,13,4,7417-7427,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/jiot.2025.3639049,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637766+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D01755,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/jiot.2025.3639049,False,True,False,False
2026-07-09T184559Z_780688a_R002533,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/cec53210.2023.10254138,Variational Quantum Algorithm Parameter Tuning with Estimation of Distribution Algorithms,variational quantum algorithm parameter tuning with estimation of distribution algorithms,,Vicente P. Soloviev; Pedro Larrañaga; Concha Bielza,Vicente P. Soloviev,2023-07-01,2023,2023-10-16,10.1109/cec53210.2023.10254138,10.1109/cec53210.2023.10254138,,IEEE,2023 IEEE Congress on Evolutionary Computation (CEC),proceedings-article,,,,,1-9,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/cec53210.2023.10254138,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637781+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01756,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/cec53210.2023.10254138,False,True,False,False
2026-07-09T184559Z_780688a_R002534,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/qce49297.2020.00054,Optimization of Simultaneous Measurement for Variational Quantum Eigensolver Applications,optimization of simultaneous measurement for variational quantum eigensolver applications,,Pranav Gokhale; Olivia Angiuli; Yongshan Ding; Kaiwen Gui; Teague Tomesh; Martin Suchara; Margaret Martonosi; Frederic T. Chong,Pranav Gokhale,2020-10-01,2020,2022-06-28,10.1109/qce49297.2020.00054,10.1109/qce49297.2020.00054,,IEEE,2020 IEEE International Conference on Quantum Computing and Engineering (QCE),proceedings-article,,,,,379-390,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/qce49297.2020.00054,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637797+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01757,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/qce49297.2020.00054,False,True,False,False
2026-07-09T184559Z_780688a_R002535,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/asyu58738.2023.10296812,Binary Classification with Variational Quantum Circuit,binary classification with variational quantum circuit,,Muhammet Talha Kakız; Erkan Güler; Tuğrul Çavdar; Burcu Şanal,Muhammet Talha Kakız,2023-10-11,2023,2023-11-27,10.1109/asyu58738.2023.10296812,10.1109/asyu58738.2023.10296812,,IEEE,2023 Innovations in Intelligent Systems and Applications Conference (ASYU),proceedings-article,,,,,1-7,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/asyu58738.2023.10296812,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637814+00:00,9.0,quantum:3; \bquantum circuit(s)?\b:3; \bvariational quantum\b:3,,score=9; positives=3; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01758,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/asyu58738.2023.10296812,False,True,False,False
2026-07-09T184559Z_780688a_R002536,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/icctdc64446.2025.11158748,A Quantum-Assisted Framework for Energy-Efficient Cloud Task Scheduling Using the Quantum Approximate Optimization Algorithm and Variational Quantum Eigensolver,a quantum assisted framework for energy efficient cloud task scheduling using the quantum approximate optimization algorithm and variational quantum eigensolver,,Selvakumar Jayaraman; Raakesh Premkumar; Hemantharaj Raguraman; L. Maria Michael Visuwasam; Gerald Alan Raj A,Selvakumar Jayaraman,2025-07-04,2025,2025-09-30,10.1109/icctdc64446.2025.11158748,10.1109/icctdc64446.2025.11158748,,IEEE,2025 International Conference on Computing Technologies &amp;amp; Data Communication (ICCTDC),proceedings-article,,,,,1-6,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/icctdc64446.2025.11158748,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637833+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01759,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/icctdc64446.2025.11158748,False,True,False,False
2026-07-09T184559Z_780688a_R002537,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/access.2026.3674830,Efficient Optimization of Variational Quantum Algorithms via Gradient-Free Parameter Prediction,efficient optimization of variational quantum algorithms via gradient free parameter prediction,,Satwik Kundu; Debarshi Kundu; Swaroop Ghosh,Satwik Kundu,2026-01-01,2026,2026-03-25,10.1109/access.2026.3674830,10.1109/access.2026.3674830,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Access,journal-article,2169-3536,,14,,42485-42499,,,https://creativecommons.org/licenses/by/4.0/legalcode; https://creativecommons.org/licenses/by/4.0/legalcode,True,https://doi.org/10.1109/access.2026.3674830,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637848+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D01760,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/access.2026.3674830,False,True,False,False
2026-07-09T184559Z_780688a_R002538,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/ijcnn54540.2023.10191609,Continuous Variational Quantum Algorithms for Time Series,continuous variational quantum algorithms for time series,,Muhao Guo; Yang Weng; Lili Ye; Ying Cheng Lai,Muhao Guo,2023-06-18,2023,2023-08-21,10.1109/ijcnn54540.2023.10191609,10.1109/ijcnn54540.2023.10191609,,IEEE,2023 International Joint Conference on Neural Networks (IJCNN),proceedings-article,,,,,01-08,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/ijcnn54540.2023.10191609,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637862+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01761,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/ijcnn54540.2023.10191609,False,True,False,False
2026-07-09T184559Z_780688a_R002539,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/qce65121.2025.00189,Breaking Through Barren Plateaus: Reinforcement Learning Initializations for Deep Variational Quantum Circuits,breaking through barren plateaus reinforcement learning initializations for deep variational quantum circuits,,Yifeng Peng; Xinyi Li; Zhemin Zhang; Samuel Yen-Chi Chen; Zhiding Liang; Ying Wang,Yifeng Peng,2025-08-30,2025,2025-12-02,10.1109/qce65121.2025.00189,10.1109/qce65121.2025.00189,,IEEE,2025 IEEE International Conference on Quantum Computing and Engineering (QCE),proceedings-article,,,,,1715-1726,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/qce65121.2025.00189,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637877+00:00,9.0,quantum:3; \bquantum circuit(s)?\b:3; \bvariational quantum\b:3,,score=9; positives=3; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01762,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/qce65121.2025.00189,False,True,False,False
2026-07-09T184559Z_780688a_R002542,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/ijcnn64981.2025.11227638,Evolutionary Weight Optimization for Variational Quantum Classifiers,evolutionary weight optimization for variational quantum classifiers,,Matheus Hopper Jansen Costa; Fernando M De Paula Neto,Matheus Hopper Jansen Costa,2025-06-30,2025,2025-11-15,10.1109/ijcnn64981.2025.11227638,10.1109/ijcnn64981.2025.11227638,,IEEE,2025 International Joint Conference on Neural Networks (IJCNN),proceedings-article,,,,,1-8,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/ijcnn64981.2025.11227638,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637915+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01765,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/ijcnn64981.2025.11227638,False,True,False,False
2026-07-09T184559Z_780688a_R002546,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/qce65121.2025.10459,Learning Control with Simulated Variational Quantum Policies in a Surrogate Cart-Pole Environment,learning control with simulated variational quantum policies in a surrogate cart pole environment,,Yize Sun; Mohamad Hagog; Marc Weber; Daniel Hein; Steffen Udluft; Yunpu Ma; Volker Tresp,Yize Sun,2025-08-30,2025,2025-12-02,10.1109/qce65121.2025.10459,10.1109/qce65121.2025.10459,,IEEE,2025 IEEE International Conference on Quantum Computing and Engineering (QCE),proceedings-article,,,,,588-589,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/qce65121.2025.10459,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637974+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01768,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/qce65121.2025.10459,False,True,False,False
2026-07-09T184559Z_780688a_R002547,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/qce60285.2024.00182,Benchmarking Optimizers for Qumode State Preparation with Variational Quantum Algorithms,benchmarking optimizers for qumode state preparation with variational quantum algorithms,,Shuwen Kan; Miguel Palma; Zefan Du; Samuel A Stein; Chenxu Liu; Juntao Chen; Ang Li; Ying Mao,Shuwen Kan,2024-09-15,2024,2025-01-11,10.1109/qce60285.2024.00182,10.1109/qce60285.2024.00182,,IEEE,2024 IEEE International Conference on Quantum Computing and Engineering (QCE),proceedings-article,,,,,1558-1564,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/qce60285.2024.00182,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.637990+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01769,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/qce60285.2024.00182,False,True,False,False
2026-07-09T184559Z_780688a_R002549,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/qcnc64685.2025.00074,Variational Quantum Circuits for Molecular Classification Using Graph Neural Network,variational quantum circuits for molecular classification using graph neural network,,Don Roosan; Md Rahatul Ashakin; Rubayat Khan; Hasiba Mashed Khan; Tiffany Khou; Maria-Isabel Carnasciali; Mohammad Rifat Haider,Don Roosan,2025-03-31,2025,2025-05-16,10.1109/qcnc64685.2025.00074,10.1109/qcnc64685.2025.00074,,IEEE,"2025 International Conference on Quantum Communications, Networking, and Computing (QCNC)",proceedings-article,,,,,432-436,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/qcnc64685.2025.00074,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.638017+00:00,9.0,quantum:3; \bquantum circuit(s)?\b:3; \bvariational quantum\b:3,,score=9; positives=3; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01770,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/qcnc64685.2025.00074,False,True,False,False
2026-07-09T184559Z_780688a_R002551,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/naps66256.2025.11272198,Evaluating Variational Quantum Circuit for Simulating Power System Dynamics,evaluating variational quantum circuit for simulating power system dynamics,,Fariha Tasnin; Hieu T. Nguyen; Anh Phuong Ngo,Fariha Tasnin,2025-10-26,2025,2025-12-11,10.1109/naps66256.2025.11272198,10.1109/naps66256.2025.11272198,,IEEE,2025 57th North American Power Symposium (NAPS),proceedings-article,,,,,1-6,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/naps66256.2025.11272198,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.638043+00:00,9.0,quantum:3; \bquantum circuit(s)?\b:3; \bvariational quantum\b:3,,score=9; positives=3; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01771,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/naps66256.2025.11272198,False,True,False,False
2026-07-09T184559Z_780688a_R002553,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/icmla61862.2024.00279,Hierarchical Learning for Training Large-Scale Variational Quantum Circuits,hierarchical learning for training large scale variational quantum circuits,,Hrant Gharibyan; Vincent Paul Su; Hayk Tepanyan,Hrant Gharibyan,2024-12-18,2024,2025-03-05,10.1109/icmla61862.2024.00279,10.1109/icmla61862.2024.00279,,IEEE,2024 International Conference on Machine Learning and Applications (ICMLA),proceedings-article,,,,,1810-1814,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/icmla61862.2024.00279,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.638071+00:00,9.0,quantum:3; \bquantum circuit(s)?\b:3; \bvariational quantum\b:3,,score=9; positives=3; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01773,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12; Q13,10.1109/icmla61862.2024.00279,False,True,False,False
2026-07-09T184559Z_780688a_R002555,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/access.2021.3139323,Variational Quantum Classifier for Binary Classification: Real vs Synthetic Dataset,variational quantum classifier for binary classification real vs synthetic dataset,,Danyal Maheshwari; Daniel Sierra-Sosa; Begonya Garcia-Zapirain,Danyal Maheshwari,2022-01-01,2022,2024-01-13,10.1109/access.2021.3139323,10.1109/access.2021.3139323,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Access,journal-article,2169-3536,,10,,3705-3715,,,https://creativecommons.org/licenses/by/4.0/legalcode; https://creativecommons.org/licenses/by/4.0/legalcode,True,https://doi.org/10.1109/access.2021.3139323,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.638097+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D01775,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/access.2021.3139323,False,True,False,False
2026-07-09T184559Z_780688a_R002556,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q12,"""variational quantum"" ""diffusion model""",10.1109/icrc64395.2024.10937003,The Dilemma of Random Parameter Initialization and Barren Plateaus in Variational Quantum Algorithms,the dilemma of random parameter initialization and barren plateaus in variational quantum algorithms,,Muhammad Kashif; Muhammad Shafique,Muhammad Kashif,2024-12-16,2024,2025-03-29,10.1109/icrc64395.2024.10937003,10.1109/icrc64395.2024.10937003,,IEEE,2024 IEEE International Conference on Rebooting Computing (ICRC),proceedings-article,,,,,1-8,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/icrc64395.2024.10937003,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q12_10_1109_page1.json.gz,2026-07-09T18:47:19.638110+00:00,6.0,quantum:3; \bvariational quantum\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01776,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,IEEE,Q12,10.1109/icrc64395.2024.10937003,False,True,False,False
2026-07-09T184559Z_780688a_R002557,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q13,"""quantum machine learning"" ""diffusion model""",10.1109/ncim65934.2025.11160179,Quantum Machine Learning for Image Classification: A Hybrid Model of Residual Network with Quantum Support Vector Machine,quantum machine learning for image classification a hybrid model of residual network with quantum support vector machine,,Md. Farhan Shahriyar; Gazi Tanbhir; Abdullah Md Raihan Chy,Md. Farhan Shahriyar,2025-06-27,2025,2025-09-18,10.1109/ncim65934.2025.11160179,10.1109/ncim65934.2025.11160179,,IEEE,"2025 2nd International Conference on Next-Generation Computing, IoT and Machine Learning (NCIM)",proceedings-article,,,,,1-6,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/ncim65934.2025.11160179,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q13_10_1109_page0.json.gz,2026-07-09T18:47:22.915158+00:00,7.0,quantum:3; \bquantum machine learning\b:4,,score=7; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01777,IEEE,not_screened,,,False,False,,,,retrieved,True,False,True,True,False,False,False,medium,IEEE,Q13,10.1109/ncim65934.2025.11160179,False,True,False,False
2026-07-09T184559Z_780688a_R002561,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q13,"""quantum machine learning"" ""diffusion model""",10.1109/tnet.2022.3158987,Learning Quantum Drift-Diffusion Phenomenon by Physics-Constraint Machine Learning,learning quantum drift diffusion phenomenon by physics constraint machine learning,,Chun Li; Yunyun Yang; Hui Liang; Boying Wu,Chun Li,2022-10-01,2022,2024-01-18,10.1109/tnet.2022.3158987,10.1109/tnet.2022.3158987,,Institute of Electrical and Electronics Engineers (IEEE),IEEE/ACM Transactions on Networking,journal-article,1063-6692; 1558-2566,,30,5,2090-2101,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/tnet.2022.3158987,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q13_10_1109_page0.json.gz,2026-07-09T18:47:22.915248+00:00,6.0,quantum:3; diffusion:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D01778,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,False,False,False,False,low,IEEE,Q13; Q17; Q18,10.1109/tnet.2022.3158987,False,True,False,False
2026-07-09T184559Z_780688a_R002563,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q13,"""quantum machine learning"" ""diffusion model""",10.1109/icmlca63499.2024.10754164,Motion Diffusion Model for Long Motion Generation,motion diffusion model for long motion generation,,Xiaoxu Han; Hegen Xu; Huilling Sun,Xiaoxu Han,2024-10-18,2024,2024-11-27,10.1109/icmlca63499.2024.10754164,10.1109/icmlca63499.2024.10754164,,IEEE,2024 5th International Conference on Machine Learning and Computer Application (ICMLCA),proceedings-article,,,,,603-608,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/icmlca63499.2024.10754164,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q13_10_1109_page0.json.gz,2026-07-09T18:47:22.915279+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01780,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q13,10.1109/icmlca63499.2024.10754164,False,True,False,False
2026-07-09T184559Z_780688a_R002567,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q13,"""quantum machine learning"" ""diffusion model""",10.1109/mlmc65154.2025.11189310,DM-360VFI: 360° Spherical Video Interpolation Using Diffusion Model,dm 360vfi 360 spherical video interpolation using diffusion model,,Xing Li; Yang Zhou; Haibing Yin,Xing Li,2025-07-28,2025,2025-10-11,10.1109/mlmc65154.2025.11189310,10.1109/mlmc65154.2025.11189310,,IEEE,2025 International Symposium on Machine Learning and Media Computing (MLMC),proceedings-article,,,,,1-6,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/mlmc65154.2025.11189310,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q13_10_1109_page0.json.gz,2026-07-09T18:47:22.915345+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01782,IEEE,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,IEEE,Q13,10.1109/mlmc65154.2025.11189310,False,True,False,False
2026-07-09T184559Z_780688a_R002571,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q13,"""quantum machine learning"" ""diffusion model""",10.1109/cacml64929.2025.11010930,CD-DVC: Conditional Diffusion Model for Distributed Video Coding,cd dvc conditional diffusion model for distributed video coding,,Zhuang Ye; Qiao Huang; Huanli Tang,Zhuang Ye,2025-03-28,2025,2025-05-28,10.1109/cacml64929.2025.11010930,10.1109/cacml64929.2025.11010930,,IEEE,"2025 4th Asia Conference on Algorithms, Computing and Machine Learning (CACML)",proceedings-article,,,,,1-8,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/cacml64929.2025.11010930,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q13_10_1109_page0.json.gz,2026-07-09T18:47:22.915401+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01785,IEEE,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,IEEE,Q13,10.1109/cacml64929.2025.11010930,False,True,False,False
