duplicate_group_id,record_id,kept_record_id,database_scope,doi_normalized,title_normalized
D00662,2026-07-09T184559Z_780688a_R000855,2026-07-09T184559Z_780688a_R000855,IEEE,10.1109/qce65121.2025.10386,parity based quantum error mitigation
D00662,2026-07-09T184559Z_780688a_R001055,2026-07-09T184559Z_780688a_R000855,IEEE,10.1109/qce65121.2025.10386,parity based quantum error mitigation
D00663,2026-07-09T184559Z_780688a_R000856,2026-07-09T184559Z_780688a_R000856,IEEE,10.1109/tqe.2022.3151137,a grover search based algorithm for the list coloring problem
D00663,2026-07-09T184559Z_780688a_R001056,2026-07-09T184559Z_780688a_R000856,IEEE,10.1109/tqe.2022.3151137,a grover search based algorithm for the list coloring problem
D00664,2026-07-09T184559Z_780688a_R000857,2026-07-09T184559Z_780688a_R000857,IEEE,10.1109/icassp49660.2025.10889605,robust detection based on the k score test
D00664,2026-07-09T184559Z_780688a_R001057,2026-07-09T184559Z_780688a_R000857,IEEE,10.1109/icassp49660.2025.10889605,robust detection based on the k score test
D00665,2026-07-09T184559Z_780688a_R000858,2026-07-09T184559Z_780688a_R000858,IEEE,10.1109/icdds67737.2025.11344718,graph based efficient reviewer conflict of interest score based on co authorship data in blockchain
D00665,2026-07-09T184559Z_780688a_R001058,2026-07-09T184559Z_780688a_R000858,IEEE,10.1109/icdds67737.2025.11344718,graph based efficient reviewer conflict of interest score based on co authorship data in blockchain
D00666,2026-07-09T184559Z_780688a_R000859,2026-07-09T184559Z_780688a_R000859,IEEE,10.1109/tqe.2026.3694290,perfect quantum teleportation in memory amplitude damping channels based on pre flipping and environment assisted measurement
D00666,2026-07-09T184559Z_780688a_R001059,2026-07-09T184559Z_780688a_R000859,IEEE,10.1109/tqe.2026.3694290,perfect quantum teleportation in memory amplitude damping channels based on pre flipping and environment assisted measurement
D00667,2026-07-09T184559Z_780688a_R000860,2026-07-09T184559Z_780688a_R000860,IEEE,10.1109/tqe.2025.3555145,two dimensional beam selection by multiarmed bandit algorithm based on a quantum walk
D00667,2026-07-09T184559Z_780688a_R001060,2026-07-09T184559Z_780688a_R000860,IEEE,10.1109/tqe.2025.3555145,two dimensional beam selection by multiarmed bandit algorithm based on a quantum walk
D00668,2026-07-09T184559Z_780688a_R000861,2026-07-09T184559Z_780688a_R000861,IEEE,10.1109/ainit61980.2024.10581743,score based generative model for minecraft game scene construction
D00668,2026-07-09T184559Z_780688a_R001061,2026-07-09T184559Z_780688a_R000861,IEEE,10.1109/ainit61980.2024.10581743,score based generative model for minecraft game scene construction
D00669,2026-07-09T184559Z_780688a_R000862,2026-07-09T184559Z_780688a_R000862,IEEE,10.1109/tocs53301.2021.9688857,performance evaluation of enterprise intelligent manufacturing based on balanced score card
D00669,2026-07-09T184559Z_780688a_R001062,2026-07-09T184559Z_780688a_R000862,IEEE,10.1109/tocs53301.2021.9688857,performance evaluation of enterprise intelligent manufacturing based on balanced score card
D00670,2026-07-09T184559Z_780688a_R000863,2026-07-09T184559Z_780688a_R000863,IEEE,10.1109/tqe.2026.3702858,quantum based resilient routing in networks minimizing latency under dual link failures
D00670,2026-07-09T184559Z_780688a_R001063,2026-07-09T184559Z_780688a_R000863,IEEE,10.1109/tqe.2026.3702858,quantum based resilient routing in networks minimizing latency under dual link failures
D00671,2026-07-09T184559Z_780688a_R000864,2026-07-09T184559Z_780688a_R000864,IEEE,10.1109/access.2024.3359300,a novel score based lidar point cloud degradation analysis method
D00671,2026-07-09T184559Z_780688a_R001064,2026-07-09T184559Z_780688a_R000864,IEEE,10.1109/access.2024.3359300,a novel score based lidar point cloud degradation analysis method
D00672,2026-07-09T184559Z_780688a_R000865,2026-07-09T184559Z_780688a_R000865,IEEE,10.1109/cisa64343.2025.11091557,neural inverse scattering with score based regularization
D00672,2026-07-09T184559Z_780688a_R001065,2026-07-09T184559Z_780688a_R000865,IEEE,10.1109/cisa64343.2025.11091557,neural inverse scattering with score based regularization
D00673,2026-07-09T184559Z_780688a_R000866,2026-07-09T184559Z_780688a_R000866,IEEE,10.1109/icmnwc56175.2022.10031947,college english score analysis based on data mining algorithm
D00673,2026-07-09T184559Z_780688a_R001066,2026-07-09T184559Z_780688a_R000866,IEEE,10.1109/icmnwc56175.2022.10031947,college english score analysis based on data mining algorithm
D00674,2026-07-09T184559Z_780688a_R000867,2026-07-09T184559Z_780688a_R000867,IEEE,10.1109/icitee59582.2023.10317699,location based score prediction for condominiums in bangkok
D00674,2026-07-09T184559Z_780688a_R001067,2026-07-09T184559Z_780688a_R000867,IEEE,10.1109/icitee59582.2023.10317699,location based score prediction for condominiums in bangkok
D00675,2026-07-09T184559Z_780688a_R000868,2026-07-09T184559Z_780688a_R000868,IEEE,10.1109/cac53003.2021.9728124,dynamic slam system using histogram based outlier score to improve anomaly detection
D00675,2026-07-09T184559Z_780688a_R001068,2026-07-09T184559Z_780688a_R000868,IEEE,10.1109/cac53003.2021.9728124,dynamic slam system using histogram based outlier score to improve anomaly detection
D00676,2026-07-09T184559Z_780688a_R000869,2026-07-09T184559Z_780688a_R000869,IEEE,10.1109/cac57257.2022.10055717,multi objective equilibrium optimizer algorithm based on survival score strategy
D00676,2026-07-09T184559Z_780688a_R001069,2026-07-09T184559Z_780688a_R000869,IEEE,10.1109/cac57257.2022.10055717,multi objective equilibrium optimizer algorithm based on survival score strategy
D00677,2026-07-09T184559Z_780688a_R000870,2026-07-09T184559Z_780688a_R000870,IEEE,10.1109/milcom64451.2025.11310053,greedy echo score based forwarding for efficient broadcast in manets
D00677,2026-07-09T184559Z_780688a_R001070,2026-07-09T184559Z_780688a_R000870,IEEE,10.1109/milcom64451.2025.11310053,greedy echo score based forwarding for efficient broadcast in manets
D00678,2026-07-09T184559Z_780688a_R000871,2026-07-09T184559Z_780688a_R000871,IEEE,10.1109/qcnc62729.2024.00030,reinforcement learning based proactive entanglement swapping for quantum networks
D00678,2026-07-09T184559Z_780688a_R001071,2026-07-09T184559Z_780688a_R000871,IEEE,10.1109/qcnc62729.2024.00030,reinforcement learning based proactive entanglement swapping for quantum networks
D00679,2026-07-09T184559Z_780688a_R000872,2026-07-09T184559Z_780688a_R000872,IEEE,10.1109/qce60285.2024.00039,quantum patch based autoencoder for anomaly segmentation
D00679,2026-07-09T184559Z_780688a_R001074,2026-07-09T184559Z_780688a_R000872,IEEE,10.1109/qce60285.2024.00039,quantum patch based autoencoder for anomaly segmentation
D00680,2026-07-09T184559Z_780688a_R000873,2026-07-09T184559Z_780688a_R000873,IEEE,10.1109/ainit61980.2024.10581781,quantum transfer learning algorithm based on parameterized quantum circuit
D00680,2026-07-09T184559Z_780688a_R001075,2026-07-09T184559Z_780688a_R000873,IEEE,10.1109/ainit61980.2024.10581781,quantum transfer learning algorithm based on parameterized quantum circuit
D00680,2026-07-09T184559Z_780688a_R002029,2026-07-09T184559Z_780688a_R000873,IEEE,10.1109/ainit61980.2024.10581781,quantum transfer learning algorithm based on parameterized quantum circuit
D00681,2026-07-09T184559Z_780688a_R000874,2026-07-09T184559Z_780688a_R000874,IEEE,10.1109/qce53715.2022.00043,qloc a realistic quantum fingerprint based algorithm for large scale localization
D00681,2026-07-09T184559Z_780688a_R001072,2026-07-09T184559Z_780688a_R000874,IEEE,10.1109/qce53715.2022.00043,qloc a realistic quantum fingerprint based algorithm for large scale localization
D00682,2026-07-09T184559Z_780688a_R000875,2026-07-09T184559Z_780688a_R000875,IEEE,10.1109/qce60285.2024.00060,quantum enhanced simulation based optimization for newsvendor problems
D00682,2026-07-09T184559Z_780688a_R001073,2026-07-09T184559Z_780688a_R000875,IEEE,10.1109/qce60285.2024.00060,quantum enhanced simulation based optimization for newsvendor problems
D00683,2026-07-09T184559Z_780688a_R000876,2026-07-09T184559Z_780688a_R000876,IEEE,10.1109/qccl65142.2025.11158422,robust feedback based quantum optimization analysis of coherent control errors
D00683,2026-07-09T184559Z_780688a_R001076,2026-07-09T184559Z_780688a_R000876,IEEE,10.1109/qccl65142.2025.11158422,robust feedback based quantum optimization analysis of coherent control errors
D00684,2026-07-09T184559Z_780688a_R000877,2026-07-09T184559Z_780688a_R000877,IEEE,10.1109/iwcmc48107.2020.9148407,quantum homomorphic encryption based on quantum obfuscation
D00684,2026-07-09T184559Z_780688a_R001077,2026-07-09T184559Z_780688a_R000877,IEEE,10.1109/iwcmc48107.2020.9148407,quantum homomorphic encryption based on quantum obfuscation
D00685,2026-07-09T184559Z_780688a_R000878,2026-07-09T184559Z_780688a_R000878,IEEE,10.1109/qce65121.2025.10467,towards quaternionic description of semiconductor quantum dots based electronics
D00685,2026-07-09T184559Z_780688a_R001078,2026-07-09T184559Z_780688a_R000878,IEEE,10.1109/qce65121.2025.10467,towards quaternionic description of semiconductor quantum dots based electronics
D00686,2026-07-09T184559Z_780688a_R000879,2026-07-09T184559Z_780688a_R000879,IEEE,10.1109/jstqe.2025.3558713,electro thermal analysis of dynamically phase controlled gst based metasurfaces enhanced by graphene s plasmonic effect
D00686,2026-07-09T184559Z_780688a_R001079,2026-07-09T184559Z_780688a_R000879,IEEE,10.1109/jstqe.2025.3558713,electro thermal analysis of dynamically phase controlled gst based metasurfaces enhanced by graphene s plasmonic effect
D00687,2026-07-09T184559Z_780688a_R000881,2026-07-09T184559Z_780688a_R000881,IEEE,10.1109/tensymp61132.2024.10752291,hybrid quantum neural network based indoor user localization using cloud quantum computing
D00687,2026-07-09T184559Z_780688a_R001081,2026-07-09T184559Z_780688a_R000881,IEEE,10.1109/tensymp61132.2024.10752291,hybrid quantum neural network based indoor user localization using cloud quantum computing
D00687,2026-07-09T184559Z_780688a_R002202,2026-07-09T184559Z_780688a_R000881,IEEE,10.1109/tensymp61132.2024.10752291,hybrid quantum neural network based indoor user localization using cloud quantum computing
D00688,2026-07-09T184559Z_780688a_R000883,2026-07-09T184559Z_780688a_R000883,IEEE,10.1109/qce60285.2024.10420,a ml based approach to quantum augmented http protocol
D00688,2026-07-09T184559Z_780688a_R001083,2026-07-09T184559Z_780688a_R000883,IEEE,10.1109/qce60285.2024.10420,a ml based approach to quantum augmented http protocol
D00689,2026-07-09T184559Z_780688a_R000884,2026-07-09T184559Z_780688a_R000884,IEEE,10.1109/icftic64248.2024.10913090,quantum kernel based classification an optimized quantum support vector classifier approach
D00689,2026-07-09T184559Z_780688a_R001084,2026-07-09T184559Z_780688a_R000884,IEEE,10.1109/icftic64248.2024.10913090,quantum kernel based classification an optimized quantum support vector classifier approach
D00690,2026-07-09T184559Z_780688a_R000885,2026-07-09T184559Z_780688a_R000885,IEEE,10.1109/isocc50952.2020.9332956,confidence score based mini batch skipping for cnn training on mini batch training environment
D00690,2026-07-09T184559Z_780688a_R001085,2026-07-09T184559Z_780688a_R000885,IEEE,10.1109/isocc50952.2020.9332956,confidence score based mini batch skipping for cnn training on mini batch training environment
D00691,2026-07-09T184559Z_780688a_R000886,2026-07-09T184559Z_780688a_R000886,IEEE,10.1109/mipr49039.2020.00090,score genaration for taiko no tatsujin based on machine learning
D00691,2026-07-09T184559Z_780688a_R001086,2026-07-09T184559Z_780688a_R000886,IEEE,10.1109/mipr49039.2020.00090,score genaration for taiko no tatsujin based on machine learning
D00692,2026-07-09T184559Z_780688a_R000887,2026-07-09T184559Z_780688a_R000887,IEEE,10.1109/qce65121.2025.20511,project based learning in introductory quantum computing courses a case study on quantum algorithms for medical imaging
D00692,2026-07-09T184559Z_780688a_R001087,2026-07-09T184559Z_780688a_R000887,IEEE,10.1109/qce65121.2025.20511,project based learning in introductory quantum computing courses a case study on quantum algorithms for medical imaging
D00693,2026-07-09T184559Z_780688a_R000888,2026-07-09T184559Z_780688a_R000888,IEEE,10.1109/icai67591.2025.11325001,ai driven trust score based synchronization control for robust 5g and beyond networks
D00693,2026-07-09T184559Z_780688a_R001088,2026-07-09T184559Z_780688a_R000888,IEEE,10.1109/icai67591.2025.11325001,ai driven trust score based synchronization control for robust 5g and beyond networks
D00694,2026-07-09T184559Z_780688a_R000889,2026-07-09T184559Z_780688a_R000889,IEEE,10.1109/lwc.2026.3708142,enhancing localization accuracy via score based interference suppression
D00694,2026-07-09T184559Z_780688a_R001089,2026-07-09T184559Z_780688a_R000889,IEEE,10.1109/lwc.2026.3708142,enhancing localization accuracy via score based interference suppression
D00695,2026-07-09T184559Z_780688a_R000890,2026-07-09T184559Z_780688a_R000890,IEEE,10.1109/ciss59072.2024.10480190,score based diffusion priors for multi target detection
D00695,2026-07-09T184559Z_780688a_R001090,2026-07-09T184559Z_780688a_R000890,IEEE,10.1109/ciss59072.2024.10480190,score based diffusion priors for multi target detection
D00695,2026-07-09T184559Z_780688a_R003193,2026-07-09T184559Z_780688a_R000890,IEEE,10.1109/ciss59072.2024.10480190,score based diffusion priors for multi target detection
D00696,2026-07-09T184559Z_780688a_R000891,2026-07-09T184559Z_780688a_R000891,IEEE,10.1109/access.2024.3384544,an approach for full reinforcement based biometric score fusion
D00696,2026-07-09T184559Z_780688a_R001091,2026-07-09T184559Z_780688a_R000891,IEEE,10.1109/access.2024.3384544,an approach for full reinforcement based biometric score fusion
D00697,2026-07-09T184559Z_780688a_R000892,2026-07-09T184559Z_780688a_R000892,IEEE,10.1109/icet62460.2024.10869145,a college entrance examination major score recommendation strategy based on collaborative filtering
D00697,2026-07-09T184559Z_780688a_R001092,2026-07-09T184559Z_780688a_R000892,IEEE,10.1109/icet62460.2024.10869145,a college entrance examination major score recommendation strategy based on collaborative filtering
D00698,2026-07-09T184559Z_780688a_R000893,2026-07-09T184559Z_780688a_R000893,IEEE,10.1109/icvris51417.2020.00232,prediction of score of diabetes progression index based on logistic regression algorithm
D00698,2026-07-09T184559Z_780688a_R001093,2026-07-09T184559Z_780688a_R000893,IEEE,10.1109/icvris51417.2020.00232,prediction of score of diabetes progression index based on logistic regression algorithm
D00699,2026-07-09T184559Z_780688a_R000894,2026-07-09T184559Z_780688a_R000894,IEEE,10.1109/jqe.2025.3572831,experimental demonstration of 150 channel rec dfb laser array based on asymmetric multiple quantum well
D00699,2026-07-09T184559Z_780688a_R001094,2026-07-09T184559Z_780688a_R000894,IEEE,10.1109/jqe.2025.3572831,experimental demonstration of 150 channel rec dfb laser array based on asymmetric multiple quantum well
D00700,2026-07-09T184559Z_780688a_R000895,2026-07-09T184559Z_780688a_R000895,IEEE,10.1109/qcnc64685.2025.00122,simulator of quantum bit error correction process based on artificial neural networks
D00700,2026-07-09T184559Z_780688a_R001095,2026-07-09T184559Z_780688a_R000895,IEEE,10.1109/qcnc64685.2025.00122,simulator of quantum bit error correction process based on artificial neural networks
D00701,2026-07-09T184559Z_780688a_R000896,2026-07-09T184559Z_780688a_R000896,IEEE,10.1109/ickecs56523.2022.10060542,deep learning algorithm composition system based on music score recognition
D00701,2026-07-09T184559Z_780688a_R001096,2026-07-09T184559Z_780688a_R000896,IEEE,10.1109/ickecs56523.2022.10060542,deep learning algorithm composition system based on music score recognition
D00702,2026-07-09T184559Z_780688a_R000897,2026-07-09T184559Z_780688a_R000897,IEEE,10.1109/access.2024.3424269,blockchain based sustainability index score for consumable products
D00702,2026-07-09T184559Z_780688a_R001097,2026-07-09T184559Z_780688a_R000897,IEEE,10.1109/access.2024.3424269,blockchain based sustainability index score for consumable products
D00703,2026-07-09T184559Z_780688a_R000898,2026-07-09T184559Z_780688a_R000898,IEEE,10.1109/ahpcai57455.2022.10087625,student score prediction based on deep learning
D00703,2026-07-09T184559Z_780688a_R001098,2026-07-09T184559Z_780688a_R000898,IEEE,10.1109/ahpcai57455.2022.10087625,student score prediction based on deep learning
D00704,2026-07-09T184559Z_780688a_R000899,2026-07-09T184559Z_780688a_R000899,IEEE,10.1109/ijcnn60899.2024.10651275,the same score improved cosine based measure for semantic bias
D00704,2026-07-09T184559Z_780688a_R001099,2026-07-09T184559Z_780688a_R000899,IEEE,10.1109/ijcnn60899.2024.10651275,the same score improved cosine based measure for semantic bias
D00705,2026-07-09T184559Z_780688a_R000900,2026-07-09T184559Z_780688a_R000900,IEEE,10.1109/tqe.2025.3645732,robust h_ infty uncertainties tolerant observer based reference quantum trajectory tracking control for lindblad master equation
D00705,2026-07-09T184559Z_780688a_R001100,2026-07-09T184559Z_780688a_R000900,IEEE,10.1109/tqe.2025.3645732,robust h_ infty uncertainties tolerant observer based reference quantum trajectory tracking control for lindblad master equation
D00706,2026-07-09T184559Z_780688a_R000901,2026-07-09T184559Z_780688a_R000901,IEEE,10.1109/icaiqsa67794.2025,2025 international conference on artificial intelligence and quantum computation based sensor application icaiqsa
D00706,2026-07-09T184559Z_780688a_R001101,2026-07-09T184559Z_780688a_R000901,IEEE,10.1109/icaiqsa67794.2025,2025 international conference on artificial intelligence and quantum computation based sensor application icaiqsa
D00707,2026-07-09T184559Z_780688a_R000902,2026-07-09T184559Z_780688a_R000902,IEEE,10.1109/qce65121.2025.10291,quantum inspired trust scoring for zero trust security a simulation based approach
D00707,2026-07-09T184559Z_780688a_R001102,2026-07-09T184559Z_780688a_R000902,IEEE,10.1109/qce65121.2025.10291,quantum inspired trust scoring for zero trust security a simulation based approach
D00708,2026-07-09T184559Z_780688a_R000903,2026-07-09T184559Z_780688a_R000903,IEEE,10.1109/phm-yantai55411.2022.9942182,an improved k means algorithm based on bic score and density radius
D00708,2026-07-09T184559Z_780688a_R001103,2026-07-09T184559Z_780688a_R000903,IEEE,10.1109/phm-yantai55411.2022.9942182,an improved k means algorithm based on bic score and density radius
D00709,2026-07-09T184559Z_780688a_R000904,2026-07-09T184559Z_780688a_R000904,IEEE,10.1109/ccet52649.2021.9544192,image processing of guqin score based on mathematical morphology
D00709,2026-07-09T184559Z_780688a_R001104,2026-07-09T184559Z_780688a_R000904,IEEE,10.1109/ccet52649.2021.9544192,image processing of guqin score based on mathematical morphology
D00710,2026-07-09T184559Z_780688a_R000905,2026-07-09T184559Z_780688a_R000905,IEEE,10.1109/gcat59970.2023.10353270,sports score management and physical fitness analysis system based on data mining
D00710,2026-07-09T184559Z_780688a_R001105,2026-07-09T184559Z_780688a_R000905,IEEE,10.1109/gcat59970.2023.10353270,sports score management and physical fitness analysis system based on data mining
D00711,2026-07-09T184559Z_780688a_R000906,2026-07-09T184559Z_780688a_R000906,IEEE,10.1109/qce60285.2024.00029,weighted feedback based quantum algorithm for excited states calculation
D00711,2026-07-09T184559Z_780688a_R001106,2026-07-09T184559Z_780688a_R000906,IEEE,10.1109/qce60285.2024.00029,weighted feedback based quantum algorithm for excited states calculation
D00712,2026-07-09T184559Z_780688a_R000907,2026-07-09T184559Z_780688a_R000907,IEEE,10.1109/qce60285.2024.00046,quantum algorithm for copula based risk aggregation using orthogonal series density estimation
D00712,2026-07-09T184559Z_780688a_R001107,2026-07-09T184559Z_780688a_R000907,IEEE,10.1109/qce60285.2024.00046,quantum algorithm for copula based risk aggregation using orthogonal series density estimation
D00713,2026-07-09T184559Z_780688a_R000908,2026-07-09T184559Z_780688a_R000908,IEEE,10.1109/nicoint50878.2020.00027,development of a score based virtual instrument for beginners that combines composition with performance
D00713,2026-07-09T184559Z_780688a_R001108,2026-07-09T184559Z_780688a_R000908,IEEE,10.1109/nicoint50878.2020.00027,development of a score based virtual instrument for beginners that combines composition with performance
D00714,2026-07-09T184559Z_780688a_R000909,2026-07-09T184559Z_780688a_R000909,IEEE,10.1109/access.2022.3187991,score based hypothesis testing for unnormalized models
D00714,2026-07-09T184559Z_780688a_R001109,2026-07-09T184559Z_780688a_R000909,IEEE,10.1109/access.2022.3187991,score based hypothesis testing for unnormalized models
D00715,2026-07-09T184559Z_780688a_R000910,2026-07-09T184559Z_780688a_R000910,IEEE,10.1109/qce57702.2023.00068,the role of entanglement in quantum relaxation based optimization algorithms
D00715,2026-07-09T184559Z_780688a_R001110,2026-07-09T184559Z_780688a_R000910,IEEE,10.1109/qce57702.2023.00068,the role of entanglement in quantum relaxation based optimization algorithms
D00716,2026-07-09T184559Z_780688a_R000911,2026-07-09T184559Z_780688a_R000911,IEEE,10.1109/icaiqsa64000.2024,2024 international conference on artificial intelligence and quantum computation based sensor application icaiqsa
D00716,2026-07-09T184559Z_780688a_R001111,2026-07-09T184559Z_780688a_R000911,IEEE,10.1109/icaiqsa64000.2024,2024 international conference on artificial intelligence and quantum computation based sensor application icaiqsa
D00717,2026-07-09T184559Z_780688a_R000912,2026-07-09T184559Z_780688a_R000912,IEEE,10.1109/tqe.2026.3674551,advanced quantum annealing for the biobjective traveling thief problem an varepsilon constraint based approach
D00717,2026-07-09T184559Z_780688a_R001114,2026-07-09T184559Z_780688a_R000912,IEEE,10.1109/tqe.2026.3674551,advanced quantum annealing for the biobjective traveling thief problem an varepsilon constraint based approach
D00718,2026-07-09T184559Z_780688a_R000913,2026-07-09T184559Z_780688a_R000913,IEEE,10.1109/jqe.2021.3117953,boosting the external quantum efficiency of algan based metalsemiconductormetal ultraviolet photodiodes by electrode geometry variation
D00718,2026-07-09T184559Z_780688a_R001112,2026-07-09T184559Z_780688a_R000913,IEEE,10.1109/jqe.2021.3117953,boosting the external quantum efficiency of algan based metalsemiconductormetal ultraviolet photodiodes by electrode geometry variation
D00719,2026-07-09T184559Z_780688a_R000914,2026-07-09T184559Z_780688a_R000914,IEEE,10.1109/pic62406.2024.10892749,audio to score conversion model based on whisper methodology
D00719,2026-07-09T184559Z_780688a_R001113,2026-07-09T184559Z_780688a_R000914,IEEE,10.1109/pic62406.2024.10892749,audio to score conversion model based on whisper methodology
D00720,2026-07-09T184559Z_780688a_R000915,2026-07-09T184559Z_780688a_R000915,IEEE,10.1109/jqe.2019.2952387,on chip integrated single photon source optically resonant metastructure based scalable quantum optical circuits
D00720,2026-07-09T184559Z_780688a_R001115,2026-07-09T184559Z_780688a_R000915,IEEE,10.1109/jqe.2019.2952387,on chip integrated single photon source optically resonant metastructure based scalable quantum optical circuits
D00721,2026-07-09T184559Z_780688a_R000916,2026-07-09T184559Z_780688a_R000916,IEEE,10.1109/tqe.2026.3654543,improving decision diagram based quantum circuit simulation using static variable ordering and multinode ring communication
D00721,2026-07-09T184559Z_780688a_R001116,2026-07-09T184559Z_780688a_R000916,IEEE,10.1109/tqe.2026.3654543,improving decision diagram based quantum circuit simulation using static variable ordering and multinode ring communication
D00721,2026-07-09T184559Z_780688a_R002087,2026-07-09T184559Z_780688a_R000916,IEEE,10.1109/tqe.2026.3654543,improving decision diagram based quantum circuit simulation using static variable ordering and multinode ring communication
D00722,2026-07-09T184559Z_780688a_R000917,2026-07-09T184559Z_780688a_R000917,IEEE,10.1109/qce57702.2023.10243,quantum relaxation based branch and bound algorithm
D00722,2026-07-09T184559Z_780688a_R001117,2026-07-09T184559Z_780688a_R000917,IEEE,10.1109/qce57702.2023.10243,quantum relaxation based branch and bound algorithm
D00723,2026-07-09T184559Z_780688a_R000918,2026-07-09T184559Z_780688a_R000918,IEEE,10.1109/tqe.2024.3507155,fpga based synchronization of frequency domain interferometer for qkd
D00723,2026-07-09T184559Z_780688a_R001118,2026-07-09T184559Z_780688a_R000918,IEEE,10.1109/tqe.2024.3507155,fpga based synchronization of frequency domain interferometer for qkd
D00724,2026-07-09T184559Z_780688a_R000919,2026-07-09T184559Z_780688a_R000919,IEEE,10.1109/qce65121.2025.00028,depth based matrix classification for the hhl quantum algorithm
D00724,2026-07-09T184559Z_780688a_R001119,2026-07-09T184559Z_780688a_R000919,IEEE,10.1109/qce65121.2025.00028,depth based matrix classification for the hhl quantum algorithm
D00725,2026-07-09T184559Z_780688a_R000920,2026-07-09T184559Z_780688a_R000920,IEEE,10.1109/qce53715.2022.00124,measurement based quantum computing as a tangram puzzle
D00725,2026-07-09T184559Z_780688a_R001120,2026-07-09T184559Z_780688a_R000920,IEEE,10.1109/qce53715.2022.00124,measurement based quantum computing as a tangram puzzle
D00726,2026-07-09T184559Z_780688a_R000921,2026-07-09T184559Z_780688a_R000921,IEEE,10.1109/qcnc64685.2025.00023,from free space quantum communication systems to satellite based networks
D00726,2026-07-09T184559Z_780688a_R001121,2026-07-09T184559Z_780688a_R000921,IEEE,10.1109/qcnc64685.2025.00023,from free space quantum communication systems to satellite based networks
D00727,2026-07-09T184559Z_780688a_R000922,2026-07-09T184559Z_780688a_R000922,IEEE,10.1109/tqe.2024.3521442,c3 vqa cryogenic counter based coprocessor for variational quantum algorithms
D00727,2026-07-09T184559Z_780688a_R001122,2026-07-09T184559Z_780688a_R000922,IEEE,10.1109/tqe.2024.3521442,c3 vqa cryogenic counter based coprocessor for variational quantum algorithms
D00727,2026-07-09T184559Z_780688a_R002464,2026-07-09T184559Z_780688a_R000922,IEEE,10.1109/tqe.2024.3521442,c3 vqa cryogenic counter based coprocessor for variational quantum algorithms
D00728,2026-07-09T184559Z_780688a_R000923,2026-07-09T184559Z_780688a_R000923,IEEE,10.1109/tqe.2023.3279379,branch assisted sign flipping belief propagation decoding for topological quantum codes based on hypergraph product structure
D00728,2026-07-09T184559Z_780688a_R001123,2026-07-09T184559Z_780688a_R000923,IEEE,10.1109/tqe.2023.3279379,branch assisted sign flipping belief propagation decoding for topological quantum codes based on hypergraph product structure
D00729,2026-07-09T184559Z_780688a_R000924,2026-07-09T184559Z_780688a_R000924,IEEE,10.1109/qce65121.2025.10473,post variational ground state estimation via qpe based quantum imaginary time evolution
D00729,2026-07-09T184559Z_780688a_R001125,2026-07-09T184559Z_780688a_R000924,IEEE,10.1109/qce65121.2025.10473,post variational ground state estimation via qpe based quantum imaginary time evolution
D00729,2026-07-09T184559Z_780688a_R002416,2026-07-09T184559Z_780688a_R000924,IEEE,10.1109/qce65121.2025.10473,post variational ground state estimation via qpe based quantum imaginary time evolution
D00730,2026-07-09T184559Z_780688a_R000925,2026-07-09T184559Z_780688a_R000925,IEEE,10.1109/qce60285.2024.10267,quantum fidelity based fuzzy c means clustering algorithm
D00730,2026-07-09T184559Z_780688a_R001126,2026-07-09T184559Z_780688a_R000925,IEEE,10.1109/qce60285.2024.10267,quantum fidelity based fuzzy c means clustering algorithm
D00731,2026-07-09T184559Z_780688a_R000926,2026-07-09T184559Z_780688a_R000926,IEEE,10.1109/ims37962.2022.9865495,quantum method for scaling the finite element based quantum solutions of electromagnetic problems
D00731,2026-07-09T184559Z_780688a_R001127,2026-07-09T184559Z_780688a_R000926,IEEE,10.1109/ims37962.2022.9865495,quantum method for scaling the finite element based quantum solutions of electromagnetic problems
D00732,2026-07-09T184559Z_780688a_R000927,2026-07-09T184559Z_780688a_R000927,IEEE,10.1109/tqe.2023.3271362,prediction of solar irradiance one hour ahead based on quantum long short term memory network
D00732,2026-07-09T184559Z_780688a_R001124,2026-07-09T184559Z_780688a_R000927,IEEE,10.1109/tqe.2023.3271362,prediction of solar irradiance one hour ahead based on quantum long short term memory network
D00733,2026-07-09T184559Z_780688a_R000928,2026-07-09T184559Z_780688a_R000928,IEEE,10.1109/icc51166.2024.10622783,variational quantum circuit and quantum key distribution based quantum federated learning a case of smart grid dynamic security assessment
D00733,2026-07-09T184559Z_780688a_R001128,2026-07-09T184559Z_780688a_R000928,IEEE,10.1109/icc51166.2024.10622783,variational quantum circuit and quantum key distribution based quantum federated learning a case of smart grid dynamic security assessment
D00733,2026-07-09T184559Z_780688a_R002093,2026-07-09T184559Z_780688a_R000928,IEEE,10.1109/icc51166.2024.10622783,variational quantum circuit and quantum key distribution based quantum federated learning a case of smart grid dynamic security assessment
D00733,2026-07-09T184559Z_780688a_R002468,2026-07-09T184559Z_780688a_R000928,IEEE,10.1109/icc51166.2024.10622783,variational quantum circuit and quantum key distribution based quantum federated learning a case of smart grid dynamic security assessment
D00734,2026-07-09T184559Z_780688a_R000929,2026-07-09T184559Z_780688a_R000929,IEEE,10.1109/qce60285.2024.10366,interaction techniques for user friendly interfaces for gate based quantum computing
