record_id,run_id,database_scope,retrieval_source,retrieval_method,query_id,query_text,source_record_id,title,title_normalized,abstract,authors,first_author,publication_date,year,updated_date,doi,doi_normalized,arxiv_id,publisher,container_title,document_type,issn,isbn,volume,issue,pages,subjects,categories,license,is_open_access,landing_page_url,abstract_url,pdf_url,raw_source_file,retrieved_at_utc,relevance_score,positive_matches,negative_matches,score_explanation,topic_class,publisher_validation,publisher_validation_reason,duplicate_group_id,merged_sources,screening_status,exclusion_reason,notes,legacy_notebook_source,legacy_notebook_included,legacy_notebook_relevance_score,legacy_notebook_topic_class,legacy_notebook_query,retrieval_status,contains_quantum_term,contains_diffusion_model_term,contains_generative_term,contains_quantum_computing_context,contains_physical_diffusion_only,contains_schrodinger_only,contains_score_matching_in_unrelated_context,crossref_query_match_quality
2026-07-09T184559Z_780688a_R000129,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q13,"all:""quantum machine learning"" AND all:""diffusion model""",2503.02345,CQ CNN: A Hybrid Classical Quantum Convolutional Neural Network for Alzheimer's Disease Detection Using Diffusion Generated and U Net Segmented 3D MRI,cq cnn a hybrid classical quantum convolutional neural network for alzheimer s disease detection using diffusion generated and u net segmented 3d mri,"The detection of Alzheimer disease (AD) from clinical MRI data is an active area of research in medical imaging. Recent advances in quantum computing, particularly the integration of parameterized quantum circuits (PQCs) with classical machine learning architectures, offer new opportunities to develop models that may outperform traditional methods. However, quantum machine learning (QML) remains in its early stages and requires further experimental analysis to better understand its behavior and limitations. In this paper, we propose an end to end hybrid classical quantum convolutional neural network (CQ CNN) for AD detection using clinically formatted 3D MRI data. Our approach involves developing a framework to make 3D MRI data usable for machine learning, designing and training a brain tissue segmentation model (Skull Net), and training a diffusion model to generate synthetic images for the minority class. Our converged models exhibit potential quantum advantages, achieving higher accuracy in fewer epochs than classical models. The proposed beta8 3 qubit model achieves an accuracy of 97.50%, surpassing state of the art (SOTA) models while requiring significantly fewer computational resources. In particular, the architecture employs only 13K parameters (0.48 MB), reducing the parameter count by more than 99.99% compared to current SOTA models. Furthermore, the diffusion-generated data used to train our quantum models, in conjunction with real samples, preserve clinical structural standards, representing a notable first in the field of QML. We conclude that CQCNN architecture like models, with further improvements in gradient optimization techniques, could become a viable option and even a potential alternative to classical models for AD detection, especially in data limited and resource constrained clinical settings.",Mominul Islam; Mohammad Junayed Hasan; M. R. C. Mahdy,Mominul Islam,2025-03-04T07:08:47Z,2025,2025-03-04T07:08:47Z,,,2503.02345,arXiv,,preprint,,,,,,,quant-ph; cs.AI; cs.CV; cs.LG,,,https://arxiv.org/abs/2503.02345v1,https://arxiv.org/abs/2503.02345v1,https://arxiv.org/pdf/2503.02345v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q13_start0.xml,2026-07-09T18:45:59.681416+00:00,19.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bquantum machine learning\b:4; \bquantum circuit(s)?\b:3,,score=19; positives=5; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000130,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q13,"all:""quantum machine learning"" AND all:""diffusion model""",2411.04217,Quantum Diffusion Models for Few-Shot Learning,quantum diffusion models for few shot learning,"Modern quantum machine learning (QML) methods involve the variational optimization of parameterized quantum circuits on training datasets, followed by predictions on testing datasets. Most state-of-the-art QML algorithms currently lack practical advantages due to their limited learning capabilities, especially in few-shot learning tasks. In this work, we propose three new frameworks employing quantum diffusion model (QDM) as a solution for the few-shot learning: label-guided generation inference (LGGI); label-guided denoising inference (LGDI); and label-guided noise addition inference (LGNAI). Experimental results demonstrate that our proposed algorithms significantly outperform existing methods.",Ruhan Wang; Ye Wang; Jing Liu; Toshiaki Koike-Akino,Ruhan Wang,2024-11-06T19:25:06Z,2024,2024-11-06T19:25:06Z,,,2411.04217,arXiv,,preprint,,,,,,,cs.LG; cs.AI,,,https://arxiv.org/abs/2411.04217v1,https://arxiv.org/abs/2411.04217v1,https://arxiv.org/pdf/2411.04217v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q13_start0.xml,2026-07-09T18:45:59.681435+00:00,19.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bquantum machine learning\b:4; \bquantum circuit(s)?\b:3,,score=19; positives=5; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000131,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q13,"all:""quantum machine learning"" AND all:""diffusion model""",2401.07049,Quantum Denoising Diffusion Models,quantum denoising diffusion models,"In recent years, machine learning models like DALL-E, Craiyon, and Stable Diffusion have gained significant attention for their ability to generate high-resolution images from concise descriptions. Concurrently, quantum computing is showing promising advances, especially with quantum machine learning which capitalizes on quantum mechanics to meet the increasing computational requirements of traditional machine learning algorithms. This paper explores the integration of quantum machine learning and variational quantum circuits to augment the efficacy of diffusion-based image generation models. Specifically, we address two challenges of classical diffusion models: their low sampling speed and the extensive parameter requirements. We introduce two quantum diffusion models and benchmark their capabilities against their classical counterparts using MNIST digits, Fashion MNIST, and CIFAR-10. Our models surpass the classical models with similar parameter counts in terms of performance metrics FID, SSIM, and PSNR. Moreover, we introduce a consistency model unitary single sampling architecture that combines the diffusion procedure into a single step, enabling a fast one-step image generation.",Michael Kölle; Gerhard Stenzel; Jonas Stein; Sebastian Zielinski; Björn Ommer; Claudia Linnhoff-Popien,Michael Kölle,2024-01-13T11:38:08Z,2024,2024-01-13T11:38:08Z,,,2401.07049,arXiv,,preprint,,,,,,,quant-ph; cs.CV,,,https://arxiv.org/abs/2401.07049v1,https://arxiv.org/abs/2401.07049v1,https://arxiv.org/pdf/2401.07049v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q13_start0.xml,2026-07-09T18:45:59.681456+00:00,29.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bquantum machine learning\b:4; \bquantum circuit(s)?\b:3; \bvariational quantum\b:3,,score=29; positives=7; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000132,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q13,"all:""quantum machine learning"" AND all:""diffusion model""",2310.07797,Quantum sequential scattering model for quantum state learning,quantum sequential scattering model for quantum state learning,"Learning probability distribution is an essential framework in classical learning theory. As a counterpart, quantum state learning has spurred the exploration of quantum machine learning theory. However, as dimensionality increases, learning a high-dimensional unknown quantum state via conventional quantum neural network approaches remains challenging due to trainability issues. In this work, we devise the quantum sequential scattering model (QSSM), inspired by the classical diffusion model, to overcome this scalability issue. Training of our model could effectively circumvent the vanishing gradient problem to a large class of high-dimensional target states possessing polynomial-scaled Schmidt ranks. Theoretical analysis and numerical experiments provide evidence for our model's effectiveness in learning both physical and algorithmic meaningful quantum states and show an out-performance beating the conventional approaches in training speed and learning accuracy. Our work has indicated that an increasing entanglement, a property of quantum states, in the target states, necessitates a larger scaled model, which could reduce our model's learning performance and efficiency.",Mingrui Jing; Geng Liu; Hongbin Ren; Xin Wang,Mingrui Jing,2023-10-11T18:31:40Z,2023,2023-10-11T18:31:40Z,,,2310.07797,arXiv,,preprint,,,,,,,quant-ph,,,https://arxiv.org/abs/2310.07797v1,https://arxiv.org/abs/2310.07797v1,https://arxiv.org/pdf/2310.07797v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q13_start0.xml,2026-07-09T18:45:59.681476+00:00,20.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bquantum machine learning\b:4; \bquantum neural network(s)?\b:4,,score=20; positives=5; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,False,True,False,False,False,high
2026-07-09T184559Z_780688a_R000133,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q14,"all:""quantum"" AND all:""denoising diffusion probabilistic model""",2607.07072,An Hybrid Quantum-Classical Diffusion Model for Image Generation,an hybrid quantum classical diffusion model for image generation,"Quantum diffusion models provide a physics-consistent route to generative learning by formulating noising and denoising directly on quantum states. However, applying such models to classical high-dimensional data is constrained by the qubit cost of state encoding and the computational burden of simulating large density operators. We propose a scalable hybrid generative pipeline that combines a classical autoencoder for dimensionality reduction with a mixed-state quantum denoising diffusion probabilistic model (MSQuDDPM) operating in the learned latent space. The autoencoder compresses data into compact latent codes that can be embedded into a small-qubit Hilbert space, after which the quantum diffusion model learns a generative distribution over latent density operators and decodes samples back to the original domain. Algorithmically, we simplify the reverse dynamics by predicting an estimate of the clean state $ρ_0$ at timestep $t$ and computing the one-step reverse update via an analytic backward propagation rule, rather than learning an explicit predictor for $ρ_{t-1}$. We demonstrate the proposed approach on MNIST image generation and discuss how mixed-state quantum diffusion can serve as a practical backbone for hybrid quantum--classical generative modeling under realistic qubit budgets.",Qipeng Qian; Keli Deng; Yuntao Qian,Qipeng Qian,2026-07-08T07:01:07Z,2026,2026-07-08T07:01:07Z,,,2607.07072,arXiv,,preprint,,,,,,,cs.LG,,,https://arxiv.org/abs/2607.07072v1,https://arxiv.org/abs/2607.07072v1,https://arxiv.org/pdf/2607.07072v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q14_start0.xml,2026-07-09T18:45:59.697153+00:00,27.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8,,score=27; positives=5; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000134,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q14,"all:""quantum"" AND all:""denoising diffusion probabilistic model""",2605.19754,Hypothesis Tests for Observing Quantum Entanglement in HWW at the LHC,hypothesis tests for observing quantum entanglement in hww at the lhc,"We present a novel experimental strategy for testing quantum entanglement in Higgs boson decays to $W$ boson pairs at the Large Hadron Collider. Unlike theoretical approaches that rely on expectation values of Bell operators, which are highly sensitive to outliers and detector effects, we introduce a continuous formulation of the CGLMP inequality that enables standard hypothesis testing between entangled and separable states. To overcome the fundamental challenge of reconstructing invisible neutrino momenta in the $H \rightarrow WW^* \rightarrow \ellν\ellν$ channel, we employ conditional denoising diffusion probabilistic models (cDDPM), which provide unbiased, multidimensional unfolding applicable to the full measured dataset, including backgrounds. We evaluate the diffusion-based reconstruction against analytical methods through profile likelihood hypothesis tests implemented in RooFit, with systematic uncertainties from background normalisation and unfolding shape fully propagated. Our results demonstrate that the diffusion-based approach enables robust hypothesis testing of quantum entanglement in a realistic collider environment, with 3$σ$ evidence of quantum entanglement projected at approximately 555~fb$^{-1}$ and exceeding 5$σ$ at 1600~fb$^{-1}$ to be well within the expected limits of the HL-LHC luminosity targets.",Vincent Alexander Croft; Lennart Voelz; Andrii Vak; Andre Sopczak; Carsten Burgard,Vincent Alexander Croft,2026-05-19T12:25:10Z,2026,2026-05-19T12:25:10Z,,,2605.19754,arXiv,,preprint,,,,,,,hep-ex,,,https://arxiv.org/abs/2605.19754v1,https://arxiv.org/abs/2605.19754v1,https://arxiv.org/pdf/2605.19754v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q14_start0.xml,2026-07-09T18:45:59.697193+00:00,21.0,quantum:3; diffusion:3; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8,,score=21; positives=4; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,False,False,False,False,high
2026-07-09T184559Z_780688a_R000135,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q14,"all:""quantum"" AND all:""denoising diffusion probabilistic model""",2603.02834,Identification of quantum generative circuits with parallel quantum neural network,identification of quantum generative circuits with parallel quantum neural network,"The rapid emergence of quantum technology has raised new challenges in distinguishing various quantum circuits of similar functions. In this work, we propose parallel quantum embedding neural network (ParaQuanNet) for the efficient identification of quantum generative circuits via classifications of the corresponding output data. Specifically, we generated W-like states with eight generative quantum circuits realizing the generative quantum denoising diffusion probabilistic models (QDDPM). Our ParaQuanNet can classify these eight classes of generated quantum data with an accuracy of {$99.5\%$}, even though all of them are trained to generate the same types of quantum data. With a novel design of parallel quantum embedding unit (PQEU) in our neural networks, our ParaQuanNet enables the quantum kernel circuit parallelly process all the receptive fields of quantum data, which empowers the quantum data processing efficiency. We also integrate the mutually unbiased measurements into our ParaQuanNet and further improve its performance. We apply our ParaQuanNet on the classification of classical data sets and demonstrate a good performance of quantum neural networks on these tasks. Our approach demonstrates good robustness to noisy data and the circuit-level noise with a Python realization in a classical GPU. Our results highlight ParaQuanNet as a scalable and effective framework for quantum circuits identification, contributing to the broader development of quantum machine intelligence.",Zheping Wu; Xiaopeng Huang; Hengyue Jia; Haobin Shi; Wei-Wei Zhang,Zheping Wu,2026-03-03T10:31:04Z,2026,2026-03-03T10:31:04Z,10.15302/frontphys.2026.113201,10.15302/frontphys.2026.113201,2603.02834,arXiv,https://journal.hep.com.cn/fop/EN/10.15302/frontphys.2026.113201,preprint,,,,,,,quant-ph,,,https://arxiv.org/abs/2603.02834v1,https://arxiv.org/abs/2603.02834v1,https://arxiv.org/pdf/2603.02834v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q14_start0.xml,2026-07-09T18:45:59.697224+00:00,34.0,quantum:3; diffusion:3; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bquantum generative\b:6; \bquantum neural network(s)?\b:4; \bquantum circuit(s)?\b:3,,score=34; positives=7; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000136,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q14,"all:""quantum"" AND all:""denoising diffusion probabilistic model""",2602.22061,Learning Quantum Data Distribution via Chaotic Quantum Diffusion Model,learning quantum data distribution via chaotic quantum diffusion model,"Generative models for quantum data pose significant challenges but hold immense potential in fields such as chemoinformatics and quantum physics. Quantum denoising diffusion probabilistic models (QuDDPMs) enable efficient learning of quantum data distributions by progressively scrambling and denoising quantum states; however, existing implementations typically rely on circuit-based random unitary dynamics that can be costly to realize and sensitive to control imperfections, particularly on analog quantum hardware. We propose the chaotic quantum diffusion model, a framework that generates projected ensembles via chaotic Hamiltonian time evolution, providing a flexible and hardware-compatible diffusion mechanism. Requiring only global, time-independent control, our approach substantially reduces implementation overhead across diverse analog quantum platforms while achieving accuracy comparable to QuDDPMs. This method improves trainability and robustness, broadening the applicability of quantum generative modeling.",Quoc Hoan Tran; Koki Chinzei; Yasuhiro Endo; Hirotaka Oshima,Quoc Hoan Tran,2026-02-25T16:09:50Z,2026,2026-03-01T07:27:23Z,,,2602.22061,arXiv,,preprint,,,,,,,quant-ph; cs.LG; nlin.CD,,,https://arxiv.org/abs/2602.22061v2,https://arxiv.org/abs/2602.22061v2,https://arxiv.org/pdf/2602.22061v2,data/raw/2026-07-09T184559Z_780688a/arxiv/Q14_start0.xml,2026-07-09T18:45:59.697249+00:00,37.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bgenerative model(s)?\b:4; \bquantum generative\b:6,,score=37; positives=7; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000137,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q14,"all:""quantum"" AND all:""denoising diffusion probabilistic model""",2601.22005,Hierarchy of discriminative power and complexity in learning quantum ensembles,hierarchy of discriminative power and complexity in learning quantum ensembles,"Distance metrics are central to machine learning, yet distances between ensembles of quantum states remain poorly understood due to fundamental quantum measurement constraints. We introduce a hierarchy of integral probability metrics, termed MMD-$k$, which generalizes the maximum mean discrepancy to quantum ensembles and exhibit a strict trade-off between discriminative power and statistical efficiency as the moment order $k$ increases. For pure-state ensembles of size $N$, estimating MMD-$k$ using experimentally feasible SWAP-test-based estimators requires $Θ(N^{2-2/k})$ samples for constant $k$, and $Θ(N^3)$ samples to achieve full discriminative power at $k = N$. In contrast, the quantum Wasserstein distance attains full discriminative power with $Θ(N^2 \log N)$ samples. These results provide principled guidance for the design of loss functions in quantum machine learning, which we illustrate in the training quantum denoising diffusion probabilistic models.",Jian Yao; Pengtao Li; Xiaohui Chen; Quntao Zhuang,Jian Yao,2026-01-29T17:13:48Z,2026,2026-01-29T17:13:48Z,,,2601.22005,arXiv,,preprint,,,,,,,quant-ph; math.ST; stat.ML,,,https://arxiv.org/abs/2601.22005v1,https://arxiv.org/abs/2601.22005v1,https://arxiv.org/pdf/2601.22005v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q14_start0.xml,2026-07-09T18:45:59.697275+00:00,25.0,quantum:3; diffusion:3; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bquantum machine learning\b:4,,score=25; positives=5; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000138,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q14,"all:""quantum"" AND all:""denoising diffusion probabilistic model""",2512.06695,Mitigating Barren Plateaus in Quantum Denoising Diffusion Probabilistic Model,mitigating barren plateaus in quantum denoising diffusion probabilistic model,"Quantum generative models exploit quantum superposition and entanglement to enhance learning efficiency for both classical and quantum data. Recently, inspired by classical diffusion frameworks, the quantum denoising diffusion probabilistic model (QuDDPM) has emerged as a powerful tool for learning correlated noise models, many-body phases, and topological data structure. However, we demonstrate that QuDDPM's efficacy is currently restricted to small-scale systems (typically $\le$ 5 qubits). As the system size increases, a severe barren plateau (BP) problem emerges, fundamentally limiting the model's scalability. We provide rigorous theoretical proofs and experimental validation to identify the origin of this BP, distinct from previously known causes. To restore trainability, we introduce an architectureal enhancement that mitigates the BP and ensures training stability. Furthermore, we propose a conditional QuDDPM, capable of generating ground states based on Hamiltonian parameters, significantly expanding the utility of quantum generative models for complex quantum state preparation. Our approach not only restores the scalability and trainability bottlenecks of quantum diffusion models but also provides a robust tool for exploring complex quantum matter and state preparation in the NISQ era.",Haipeng Cao; Kaining Zhang; Dacheng Tao; Zhaofeng Su,Haipeng Cao,2025-12-07T07:01:44Z,2025,2026-04-15T07:37:03Z,,,2512.06695,arXiv,,preprint,,,,,,,cs.LG; quant-ph,,,https://arxiv.org/abs/2512.06695v2,https://arxiv.org/abs/2512.06695v2,https://arxiv.org/pdf/2512.06695v2,data/raw/2026-07-09T184559Z_780688a/arxiv/Q14_start0.xml,2026-07-09T18:45:59.697299+00:00,37.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bgenerative model(s)?\b:4; \bquantum generative\b:6,,score=37; positives=7; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000139,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q14,"all:""quantum"" AND all:""denoising diffusion probabilistic model""",2509.17324,DiffQ: Unified Parameter Initialization for Variational Quantum Algorithms via Diffusion Models,diffq unified parameter initialization for variational quantum algorithms via diffusion models,"Variational Quantum Algorithms (VQAs) are widely used in the noisy intermediate-scale quantum (NISQ) era, but their trainability and performance depend critically on initialization parameters that shape the optimization landscape. Existing machine learning-based initializers achieve state-of-the-art results yet remain constrained to single-task domains and small datasets of only hundreds of samples. We address these limitations by reformulating VQA parameter initialization as a generative modeling problem and introducing DiffQ, a parameter initializer based on the Denoising Diffusion Probabilistic Model (DDPM). To support robust training and evaluation, we construct a dataset of 15,085 instances spanning three domains and five representative tasks. Experiments demonstrate that DiffQ surpasses baselines, reducing initial loss by up to 8.95 and convergence steps by up to 23.4%.",Chi Zhang; Mengxin Zheng; Qian Lou; Fan Chen,Chi Zhang,2025-09-22T02:58:25Z,2025,2025-09-22T02:58:25Z,,,2509.17324,arXiv,,preprint,,,,,,,cs.ET; cs.LG; quant-ph,,,https://arxiv.org/abs/2509.17324v1,https://arxiv.org/abs/2509.17324v1,https://arxiv.org/pdf/2509.17324v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q14_start0.xml,2026-07-09T18:45:59.697321+00:00,36.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bddpm\b:6; \bvariational quantum\b:3,,score=36; positives=7; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000140,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q14,"all:""quantum"" AND all:""denoising diffusion probabilistic model""",2505.05151,Overcoming Dimensional Factorization Limits in Discrete Diffusion Models through Quantum Joint Distribution Learning,overcoming dimensional factorization limits in discrete diffusion models through quantum joint distribution learning,"Discrete diffusion models represent a significant advance in generative modeling, demonstrating remarkable success in synthesizing complex, high-quality discrete data. However, to avoid exponential computational costs, they typically rely on calculating per-dimension transition probabilities when learning high-dimensional distributions. In this study, we rigorously prove that this approach leads to a worst-case linear scaling of Kullback-Leibler (KL) divergence with data dimension. To address this, we propose a Quantum Discrete Denoising Diffusion Probabilistic Model (QD3PM), which enables joint probability learning through diffusion and denoising in exponentially large Hilbert spaces, offering a theoretical pathway to faithfully capture the true joint distribution. By deriving posterior states through quantum Bayes' theorem, similar to the crucial role of posterior probabilities in classical diffusion models, and by learning the joint probability, we establish a solid theoretical foundation for quantum-enhanced diffusion models. For denoising, we design a quantum circuit that utilizes temporal information for parameter sharing and incorporates learnable classical-data-controlled rotations for encoding. Exploiting joint distribution learning, our approach enables single-step sampling from pure noise, eliminating iterative requirements of existing models. Simulations demonstrate the proposed model's superior accuracy in modeling complex distributions compared to factorization methods. Hence, this paper establishes a new theoretical paradigm in generative models by leveraging the quantum advantage in joint distribution learning.",Chuangtao Chen; Qinglin Zhao; MengChu Zhou; Dusit Niyato; Zhimin He; Haozhen Situ,Chuangtao Chen,2025-05-08T11:48:21Z,2025,2025-06-29T15:35:22Z,,,2505.05151,arXiv,,preprint,,,,,,,quant-ph; cs.LG,,,https://arxiv.org/abs/2505.05151v3,https://arxiv.org/abs/2505.05151v3,https://arxiv.org/pdf/2505.05151v3,data/raw/2026-07-09T184559Z_780688a/arxiv/Q14_start0.xml,2026-07-09T18:45:59.697346+00:00,34.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bgenerative model(s)?\b:4; \bquantum circuit(s)?\b:3,,score=34; positives=7; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000141,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q14,"all:""quantum"" AND all:""denoising diffusion probabilistic model""",2411.17608,Mixed-State Quantum Denoising Diffusion Probabilistic Model,mixed state quantum denoising diffusion probabilistic model,"Generative quantum machine learning has gained significant attention for its ability to produce quantum states with desired distributions. Among various quantum generative models, quantum denoising diffusion probabilistic models (QuDDPMs) [Phys. Rev. Lett. 132, 100602 (2024)] provide a promising approach with stepwise learning that resolves the training issues. However, the requirement of high-fidelity scrambling unitaries in QuDDPM poses a challenge in near-term implementation. We propose the \textit{mixed-state quantum denoising diffusion probabilistic model} (MSQuDDPM) to eliminate the need for scrambling unitaries. Our approach focuses on adapting the quantum noise channels to the model architecture, which integrates depolarizing noise channels in the forward diffusion process and parameterized quantum circuits with projective measurements in the backward denoising steps. We also introduce several techniques to improve MSQuDDPM, including a cosine-exponent schedule of noise interpolation, the use of single-qubit random ancilla, and superfidelity-based cost functions to enhance the convergence. We evaluate MSQuDDPM on quantum ensemble generation tasks, demonstrating its successful performance.",Gino Kwun; Bingzhi Zhang; Quntao Zhuang,Gino Kwun,2024-11-26T17:20:58Z,2024,2025-03-04T05:15:50Z,,,2411.17608,arXiv,,preprint,,,,,,,quant-ph; cs.AI; cs.LG,,,https://arxiv.org/abs/2411.17608v2,https://arxiv.org/abs/2411.17608v2,https://arxiv.org/pdf/2411.17608v2,data/raw/2026-07-09T184559Z_780688a/arxiv/Q14_start0.xml,2026-07-09T18:45:59.697369+00:00,38.0,quantum:3; diffusion:3; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bgenerative model(s)?\b:4; \bquantum generative\b:6; \bquantum machine learning\b:4; \bquantum circuit(s)?\b:3,,score=38; positives=8; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000142,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q14,"all:""quantum"" AND all:""denoising diffusion probabilistic model""",2407.12242,Conditional Diffusion-based Parameter Generation for Quantum Approximate Optimization Algorithm,conditional diffusion based parameter generation for quantum approximate optimization algorithm,"The Quantum Approximate Optimization Algorithm (QAOA) is a hybrid quantum-classical algorithm that shows promise in efficiently solving the MaxCut problem, a representative example of combinatorial optimization. However, its effectiveness heavily depends on the parameter optimization pipeline, where the parameter initialization strategy is nontrivial due to the non-convex and complex optimization landscapes characterized by issues with low-quality local minima. Recent inspiration comes from the diffusion of classical neural network parameters, which has demonstrated that neural network training can benefit from generating good initial parameters through diffusion models. Therefore, in this work, we formulate the problem of finding good initial parameters as a generative task and propose the initial parameter generation scheme through dataset-conditioned pre-trained parameter sampling. Concretely, the generative machine learning model, specifically the denoising diffusion probabilistic model (DDPM), is trained to learn the distribution of pretrained parameters conditioned on the graph dataset. Intuitively, our proposed framework aims at effectively distilling knowledge from pre-trained parameters to generate well-performing initial parameters for QAOA. Compared to random parameter initialization, experiments on various-sized Max-Cut problem instances consistently show that our conditional DDPM is capable of improving the approximation ratio by as much as 14.4%, 11.0%, 11.4% and 7.49%, 8.31%, 6.08% on average for random, regular, and Watts-Strogatz graphs, respectively. Additionally, the experimental results also indicate that the conditional DDPM trained on small problem instances can be extrapolated to larger ones, improving the approximation ratio by up to 28.4% and 12.1% on average.",Fanxu Meng; Xiangzhen Zhou; Pengcheng Zhu; Yu Luo,Fanxu Meng,2024-07-17T01:18:27Z,2024,2025-01-18T04:50:50Z,,,2407.12242,arXiv,,preprint,,,,,,,quant-ph,,,https://arxiv.org/abs/2407.12242v4,https://arxiv.org/abs/2407.12242v4,https://arxiv.org/pdf/2407.12242v4,data/raw/2026-07-09T184559Z_780688a/arxiv/Q14_start0.xml,2026-07-09T18:45:59.697394+00:00,33.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bddpm\b:6,,score=33; positives=6; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,False,False,False,False,high
